posted_date,text,likes,comments,reposts,appreciations,empathy,praises,interests,has_images,num_images,has_video,post_url,poster_name,poster_linkedin_url,reshared,time,urn,video_duration,video_stream_url
2024-11-12 23:01:14,"#TEL's very own Andrew Seward shared insights on the future of nanotech and its impact on our industry during an interview with the local news at the New York State Nanotechnology Network Symposium at #RIT📰

Want to hear more about Andrew’s take on the latest developments? Check out the full interview and see what’s next for the world of #Nanotechnology! https://ow.ly/wpfL50TBhOe
#NYNanotechSymposium #TechInnovation",112,4,2,0,2,7,0,True,3,False,https://www.linkedin.com/posts/tokyo-electron_tel-rit-nanotechnology-activity-7262238039018471425-hXrE,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,7 months ago,7262238039018471425,,
2024-11-06 21:01:41,"Recently, #TeamTEL memebers from our TTCA office volunteered at the #RonaldMcDonaldHouse, where they prepared a home-cooked meal for families facing severe medical challenges. Moments like these truly highlight the power of community and compassion. 

We’re grateful to have been able to support such a wonderful organization and look forward to future opportunities to give back. #TELFORGOOD #VolunteerImpact",124,2,2,1,9,9,0,True,4,False,https://www.linkedin.com/posts/tokyo-electron_teamtel-ronaldmcdonaldhouse-telforgood-activity-7260033624693985280-Uli2,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,7 months ago,7260033624693985280,,
2025-01-08 20:00:42,"Future-Ready or Falling Behind? The Semiconductor Industry’s Evolution is Now.
From $1 trillion by 2030 to $5 trillion by 2050, the market’s exponential growth isn’t just numbers—it’s a movement.

AI is pushing for faster, larger-capacity chips. Quantum computing is around the corner. Sustainability isn’t a trend—it’s our responsibility.

Here’s the question: How do we build a future where high-performance computing, AI, and quantum work seamlessly together? The industry demands collaboration, innovation, and energy-efficient solutions more than ever.

Discover how #TEL is pioneering this transformation and what lies ahead. 👇
🔗 https://ow.ly/6bP050UyX6I
#SemiconductorTechnology #InnovationLeaders #NetZero2030",106,2,1,0,0,0,3,False,0,True,https://www.linkedin.com/posts/tokyo-electron_tel-semiconductortechnology-innovationleaders-activity-7282848716309327872-Qjg6,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,5 months ago,7282848716309327872,54866,https://dms.licdn.com/playlist/vid/v2/D5610AQHWLTXyxRgQOA/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1736366168901?e=1750780800&v=beta&t=gDOsLvIuFkWH8lxw3EXLf8-HQKTRd0oUMPLdu6rAQFg
2025-01-02 20:50:02,"A new year, a new chapter, and a new home!📍

We’re stepping into 2025 in our brand-new U.S. headquarters —TEL | RIVERSOUTH — right in the heart of Austin, TX! This state-of-the-art space symbolizes our unwavering commitment to fostering innovation, collaboration, and growth.

We look forward to partnering with our incredible team and customers to push boundaries and create a brighter future together! 

New beginnings. New opportunities. Same dedication to excellence.
#TEL #Innovation #Austin",1119,22,49,3,52,70,0,False,0,True,https://www.linkedin.com/posts/tokyo-electron_tel-innovation-austin-activity-7280686801302835200-GKY-,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,5 months ago,7280686801302835200,25100,https://dms.licdn.com/playlist/vid/v2/D5610AQEXyhKhKWHKGw/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1735850761427?e=1750780800&v=beta&t=XisotWbgyy4haWTJDiDXk4C9Jb-P9-_5mzKGAuX3Tlc
2024-10-10 17:15:21,"We’re thrilled to announce that TEL U.S. went 2 for 2 last night, winning BOTH the Company Culture and Technology Innovation awards at the 2024 Greater Austin Chamber of Commerce Business Awards! 🏆🏆 

This recognition fuels our passion for pushing boundaries of innovation in the semiconductor industry while sustaining a great workplace culture! A huge thank you to our amazing team and the Austin business community for this honor! Together, we’re shaping the future. 🌟 #TeamTEL #CompanyCulture #TechnologyEnablingLife",233,16,8,0,5,42,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_teamtel-companyculture-technologyenablinglife-activity-7250192194823766017-41DC,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,8 months ago,7250192194823766017,,
2025-05-01 15:02:12,"This #InternationalWorkersDay, #TEL honors the global workforce pushing boundaries in the semiconductor industry. Here’s to the people behind the tech shaping our world.",41,0,2,1,1,4,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_internationalworkersday-tel-activity-7323723423044554752-NLfw,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7323723423044554752,,
2024-10-09 18:10:17,"#TEL U.S. loves connecting with talented individuals ready to shape the future of technology during our career fair tour! 

Check out the remaining dates. Whether you’re an engineer, innovator, or tech enthusiast, there’s a spot for you in our team. Don’t miss out on your chance to chat with us, learn about exciting career opportunities, and grab some cool swag!  #TELCareers #TeamTEL",107,2,2,0,2,3,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_tel-telcareers-teamtel-activity-7249843632696877056-Xyq3,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,8 months ago,7249843632696877056,,
2025-01-14 22:07:53,Dina Triyoso is an incredibly valuable member of #TeamTEL and a contributor to the semiconductor industry! Read more about her work in the field highlighted on our Corporate Blog.,70,0,0,1,3,6,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_meet-tel-stay-curious-and-seek-opportunities-activity-7285055049276239873-guRP,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,5 months ago,7285055049276239873,,
2024-10-02 18:02:48,"We are thrilled to celebrate the opening of our new office location in Boise, Idaho! 

This new chapter signifies growth, innovation, and our commitment to our customers and local community. A big thank you to all who have supported this milestone—let’s continue driving progress together! Stay connected for more updates from our newest location throughout the U.S.! #TechnologyEnablingLife",511,13,4,1,10,53,0,True,4,False,https://www.linkedin.com/posts/tokyo-electron_technologyenablinglife-activity-7247305035544510464-tg8V,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,9 months ago,7247305035544510464,,
2025-04-30 16:00:12,"What does the future of semiconductor manufacturing look like?
It looks like David Campbell, TEL’s first official Minnesota apprentice.

Through a dynamic earn-and-learn pathway, David is gaining hands-on experience in factory operations while advancing his technical education in electronics and engineering. This is more than workforce development, it’s a blueprint for next-gen innovation.

As we celebrate #NationalApprenticeshipDay, we’re proud to showcase how programs like this prepare tomorrow’s leaders to meet today’s industry challenges.

David’s journey is just the beginning.

#NAWDay2025 #WorkforceDevelopment #ApprenticeshipWorks #TELCareers #SemiconductorIndustry #HandsOnLearning #EngineeringExcellence",109,5,8,0,2,7,1,True,1,False,https://www.linkedin.com/posts/tokyo-electron_nationalapprenticeshipday-nawday2025-workforcedevelopment-activity-7323375631386234880-SoOL,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7323375631386234880,,
2024-09-27 18:02:50,"Join us at the 2024 Annual Gaseous Electronics Conference (#GEC) in San Diego, CA! From Sept 30th to Oct 4th, immerse yourself in cutting-edge discussions on plasma sources, diagnostics, plasma chemistry, and more.

 We're excited to share that we'll be presenting three insightful talks:

Challenges in Semiconductor Etch Development and Opportunities for Plasma Modeling: An Industrial Perspective by Pingshan Luan, TEL Technology Center, America, LLC

Plasma Process Optimization using Machine Learning by Tsuyoshi Moriya, Tokyo Electron Technology Solutions Ltd.

A Study for Solving the Boltzmann Equation with Variable E/N using Physics-informed Neural Networks by Jinseok Kim, Kazuki Denpoh, Satoru Kawaguchi, Kohki Satoh, Masaaki Matsukuma

This is a must-attend event for those passionate about advancements in plasma research and semiconductor technology.
🔗 Comment below if you'll be joining us or tag someone who shouldn't miss this!

#TechnologyEnablingLife #Semiconductor #PlasmaResearch #SanDiego2024 #GEC2024 American Physical Society",24,0,0,0,0,0,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_gec-technologyenablinglife-semiconductor-activity-7245493102323400704-QIKX,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,9 months ago,7245493102323400704,,
2024-09-26 20:01:06,"Reflecting on an incredible day at the Annual #TTCAPicnic! 🌞 

Our team came together for a fun-filled day of games, great food, and even a dunk tank challenge. Days like this remind us of the importance of taking a moment to relax and connect with our amazing TTCA family. Thank you to everyone who made it possible! #TeamTEL #EmployeeEngagement",124,1,1,1,5,4,0,True,4,False,https://www.linkedin.com/posts/tokyo-electron_ttcapicnic-teamtel-employeeengagement-activity-7245160479109603331-mxWL,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,9 months ago,7245160479109603331,,
2025-04-29 13:00:12,"Golden Week reminds us of the balance between work, community, and rest. At #TEL, we honor this tradition by creating semiconductor solutions that respect the environment and empower communities. Wishing everyone a harmonious #GoldenWeek!",91,0,1,5,4,5,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_tel-goldenweek-activity-7322967947801411586-XjYz,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7322967947801411586,,
2024-12-17 00:22:18,Tokyo Electron US's commitment to enhancing the American workforce through innovative STEM education initiatives! Key programs like the STARS partnership with Austin Community College and the UPWARDS program aim to train thousands of students for the #semiconductor industry and create a strong talent pipeline. https://lnkd.in/gHtaTxri,36,0,3,0,0,1,0,False,0,False,https://www.linkedin.com/posts/globalbusiness-alliance_tokyo-electron-transforming-americas-stem-activity-7267548989929988098-jPxY,Global Business Alliance,https://www.linkedin.com/company/globalbusiness-alliance/posts,True,7 months ago,7274579627333853184,,
2025-03-31 20:15:12,"What does world-class semiconductor innovation have to do with the Japan national volleyball team? Everything. Tokyo Electron (#TEL) has officially signed a Gold Partner agreement with the Japan Volleyball Association (JVA). Our logo will be worn by the men’s and women’s national teams throughout the 2025 season. Why? Because we believe in the Power to Connect—whether it’s electrons or athletes, ideas or inspiration, teams or technologies. JVA’s mission aligns with ours: bold vision, shared excellence, and relentless pursuit of progress. This is not sponsorship. This is synergy. 
https://lnkd.in/gs_uWjEB
#JapanVolleyball #PowerToConnect #TechMeetsSport #SemiconductorLeadership #TokyoElectron",29,0,1,0,1,2,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_tokyo-electron-signs-sponsorship-agreement-activity-7312568168709820418-vOgx,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7312568168709820418,,
2024-09-11 14:02:32,"Reflecting on the success of the TEL Fremont BBQ 2024! Our teams from TTI, FSE, and TEH enjoyed a day of fun and camaraderie with competitive games, a delicious spread, and a lottery with TEL swag. A special thank you to the organizing committee for their hard work in making this event a success. Events like these strengthen our bonds and fuel our commitment to excellence. 🌟 #TELCulture #TeamBuilding #EmployeeEngagement",91,0,2,0,2,2,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_telculture-teambuilding-employeeengagement-activity-7239634425653706753-vEOG,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,9 months ago,7239634425653706753,,
2025-03-26 17:00:02,"🛑 STEM careers are doomed. That’s what the headlines say.
❌ AI is taking jobs.
❌ Tech layoffs are skyrocketing.
❌ Automation is replacing engineers.

But here’s what no one is telling you.

📌 The semiconductor industry alone is facing a 1 million engineer shortage by 2030. That’s not hype. That’s raw, terrifying reality. We don’t have enough people to design the chips that power the AI that’s supposed to take our jobs.

And that’s where YOU come in. If you have STEM skills, you are in DEMAND like never before.
✅ AI engineers, data scientists, and quantum computing specialists are being headhunted at record salaries.
✅ Semiconductor companies are throwing six-figure incentives just to fill fabrication roles.
✅ The world needs more innovators, not fewer.

So, are STEM careers really dying? Or are we about to see the biggest hiring boom in tech history? Is TEL your next job destination?
https://ow.ly/ywF850VfSkF

Drop your thoughts 👇 and tag someone who needs to hear this.
#STEM #Semiconductors #AI #TechJobs #FutureOfWork",268,6,23,1,11,5,1,False,0,False,https://www.linkedin.com/posts/tokyo-electron_tel-careers-tokyo-electron-ltd-activity-7310707112660152321-sruf,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7310707112660152321,,
2025-03-25 19:00:13,"What does it take to be named a Clarivate Top 100 Global Innovator?

23,491+ active patents.
75%+ application-to-patent conversion.
14 R&D sites.
And relentless commitment to building what’s next in #semiconductors—together.

This is TEL’s fifth time receiving this recognition.
The difference isn’t just in the numbers—it’s in the drive behind them.
Explore how our IP, strategy, and R&D come together to shape the future.
https://lnkd.in/gRE3yw7b

#TEL #GlobalInnovator2025 #ClarivateTop100 #TechnologyLeadership #IPStrategy",61,2,2,0,0,6,1,False,0,False,https://www.linkedin.com/posts/tokyo-electron_tokyo-electron-wins-recognition-as-a-clarivate-activity-7310374970512052224-ce8z,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7310374970512052224,,
2025-03-16 06:08:17,"Thanks to MFG Tribe - (INDUSTRIAL Sales & Marketing Agency) and Lara Dietrich for this recap video from our 2025 ARMIE Awards.... aka the ""Oscars of Manufacturing"" luncheon.

It was a great event, celebrating the best and the brightest in Central Texas manufacturing.  It was an opportunity to recognize all the wonderful contributions made by so many individuals and companies in the region. 

Congratulations again to all the nominees and winners!  We can't wait to see everyone back again next year at the 2026 ARMIES to celebrate what will surely be another stellar year of innovation and creativity in the Central Texas manufacturing industry. 

We are so grateful to our headline sponsor Regions Bank for making the event possible!

Until next year!!

#ARMIES #Awards #Manufacturing #Networking #Advocacy #WorkforceDevelopment #MadeInTexas #Semiconductors #AdvancedManufacturing",42,1,6,0,2,6,0,False,0,True,https://www.linkedin.com/posts/austin-regional-manufacturers-association-arma_armies-awards-manufacturing-ugcPost-7306371225872670722-mg-j,Austin Regional Manufacturers Association (ARMA),https://www.linkedin.com/company/austin-regional-manufacturers-association-arma/posts,True,3 months ago,7306919217826578432,91400,https://dms.licdn.com/playlist/vid/v2/D5605AQHyzvYoJrKTKA/mp4-720p-30fp-crf28/B56ZWVx6uWHEBo-/0/1741974753795?e=1750780800&v=beta&t=B0SuQ6-L1reP5Fzgg-N4JW47YRDfcjpH5_p-FwIfBTQ
2024-08-20 20:10:17,"What an amazing experience at the NY Creates Inaugural #CharityGolf Tournament! 🏌

Recently, our TTCA team enjoyed a fantastic day on the greens while raising funds for Hudson Valley Community College’s ATEC program. We’re thrilled to support workforce development in STEM and can’t wait to continue this new tradition! 🎉 #STEMEducation",89,2,0,1,1,0,0,True,3,False,https://www.linkedin.com/posts/tokyo-electron_charitygolf-stemeducation-activity-7231754438170791937-Jnw2,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,10 months ago,7231754438170791937,,
2024-08-16 18:35:39,"Last night, #TEL U.S. was honored to celebrate our incredible team members at the 2024 Employee of the Year Awards!⭐

Congratulations to all the nominees and winners on their outstanding hard work and dedication. Your remarkable efforts and commitment have been instrumental in our company's success, and we are grateful to have such talented individuals on #TeamTEL! 
#TechnologyEnablingLife",321,10,4,2,22,37,0,True,4,False,https://www.linkedin.com/posts/tokyo-electron_tel-teamtel-technologyenablinglife-activity-7230281070502428672-DPiL,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,10 months ago,7230281070502428672,,
2024-08-14 16:05:08,"#TEL had an incredible time engaging with the #GirlScouts of Silver Sage in Boise, ID for our STEM Career Exploration Day! 

From hands-on semiconductor activities to meeting our office mascot Chip, these young innovators had a blast. Together, we’re inspiring the next generation of #STEMLeaders.👩‍🔬 
#STEMEducation #TechnologyEnablingLife",143,0,3,1,3,10,0,True,3,False,https://www.linkedin.com/posts/tokyo-electron_tel-girlscouts-stemleaders-activity-7229518417433653248-YpLe,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,10 months ago,7229518417433653248,,
2025-04-24 14:58:22,"Happening this morning: TEL’s David Sandal joins SEMI’s Earth Month Lightning Talks to share bold thinking on energy, sustainability, and how the semiconductor sector can power a greener tomorrow!
8:00–9:00 AM PT | Topic: Our Power, Our Planet
Let’s rewire what’s possible.
👉 https://lnkd.in/gk4jF_Xb

#TEL #EarthMonth #SEMI #Sustainability #Semiconductors #OurPowerOurPlanet 
🌱🌐⚙️💭",46,0,0,0,1,6,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_tel-earthmonth-semi-activity-7321185742578167808-WUck,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7321185742578167808,,
2024-08-05 19:01:36,"We were honored to have Eric Liu represent #TEL at #ALDALE2024, where he delivered a powerful session on Atomic Layer Precision. The future of advanced patterning is bright, and we’re excited to be at the forefront of this technology!  

Together, we’re pushing the boundaries of semiconductor innovation! #TechnologyEnablingLife",103,0,1,0,0,2,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_tel-aldale2024-technologyenablinglife-activity-7226301334738624513-H27p,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,11 months ago,7226301334738624513,,
2024-07-30 20:02:09,"Recently, #TEL's Fuchu Technology Center in Tokyo held a #TELFORGOOD driven food drive, donating over 201 kg of food to those in need!  Through our TEL FOR GOOD CSR program, we plan to continue these efforts creating a positive impact in our communities across the world. #TELFORGOOD",55,1,0,0,3,1,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_tel-telforgood-telforgood-activity-7224142246818766848-LCSQ,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,11 months ago,7224142246818766848,,
2024-07-25 17:02:48,"🎉 Happy National Intern Day!  

A massive shoutout to our phenomenal interns who light up #TeamTEL with their creativity and energy! Their innovative spirits are propelling us to new heights. #TEL is grateful for their incredible contributions and honored to be a part of their journey. #NationalInternDay #TechnologyEnablingLife",83,4,5,0,2,2,0,True,4,False,https://www.linkedin.com/posts/tokyo-electron_teamtel-tel-nationalinternday-activity-7222285173508255744-ArXf,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,11 months ago,7222285173508255744,,
2024-12-11 20:31:11,"#TeamTEL is proud to have Ron McCune represent us in the sustainability space, driving substantial impact through education and conversation!",59,0,0,0,1,4,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_jetaa-jasga-leadership-activity-7272709527643275264-tTbS,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,6 months ago,7272709527643275264,,
2025-04-22 15:00:57,"Sustainability is at the core of what we do. This #EarthDay, #TEL reaffirms its commitment to reducing energy consumption and driving sustainable semiconductor production. Let’s innovate for the planet.",43,0,3,2,1,1,1,True,1,False,https://www.linkedin.com/posts/tokyo-electron_earthday-tel-activity-7320461619233181696-6TcZ,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7320461619233181696,,
2024-07-16 20:30:37,"What an electrifying week at #SEMICONWest 2024! 💫

👐A standing ovation for our brilliant #TEL speakers who showcased their powerful insights.

We’re honored to be a longstanding platinum sponsor and grateful to SEMI Americas for hosting such a spectacular SEMICON West event in San Francisco, CA! Next stop SEMICON TAIWAN, #在那裡見！🌏#TechnologyEnablingLife",215,1,1,0,6,9,0,True,3,False,https://www.linkedin.com/posts/tokyo-electron_semiconwest-tel-inenkdmxtnbh-activity-7219075979267178497-mPNF,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,11 months ago,7219075979267178497,,
2024-07-11 00:50:14,"#SEMICONWest Day 2 is a wrap!

Today, #TEL’s Andrew Petraszak spoke twice today at the Sustainability Pavilion Stage on PFAS Initiative Update – Supply Chain Resiliency, and then to discuss U.S. State-level Regulatory Efforts. Eiji Hagio also spoke, discussing TEL's approach to cybersecurity and how to contribute to securing the semiconductor supply chain.

Stop by the South Hall at Booth 852 again tomorrow for the final day of the conference to hear more about our #TechnologyEnablingLife!",73,1,3,1,1,5,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_semiconwest-tel-technologyenablinglife-activity-7216966987183271936-PMAd,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 year ago,7216966987183271936,,
2024-07-10 18:25:20,"We're excited to be in San Francisco, CA this week for #SEMICONWest! 
 
Yesterday, #TEL’s John Solis co-presented on Extending Digital Twins for Semiconductor Capital Equipment and Daisuke Oku spoke on Revolutionizing Semiconductor Manufacturing with AI Agents Powered by SemiKong, the First Open-Source Semiconductor Industry LLM.
 
TEL was honored host a IR Fireside Chat, featuring our CEO, Tony Kawai and other TEL leaders.
 
If you're attending SEMICON West please join one of our talks or stop by the booth today and tomorrow to hear more about our innovative products and #TechnologyEnablingLife!",158,3,2,0,3,8,0,True,3,False,https://www.linkedin.com/posts/tokyo-electron_semiconwest-tel-technologyenablinglife-activity-7216870121871482880-DwfP,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 year ago,7216870121871482880,,
2024-09-24 18:16:53,"#DidYouKnow the impact the angstrom era has had on the world of advanced chip manufacturing?
Discover that and more at #SPIE 2024 International Conference on Extreme Ultraviolet Lithography on September 30th – October 3rd in Monterey, California! 

Here from #TEL, nearly 100% of the market share owner of the Coater/Developer for EUV lithography space during 3 presentations with partners such as imec, Osaka University, and SANKEN. Join us and learn more!  
 
#TechnologyEnablingLife

Learn more about presenters:
https://lnkd.in/gHkgbzsk",58,0,1,0,0,4,0,False,0,False,https://www.linkedin.com/posts/tokyoelectron_spie-photomask-technology-extreme-ultraviolet-activity-7244239181948821504-t8q4,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,True,9 months ago,7244409474667479040,,
2024-09-04 16:44:00,"#TokyoElectron (#TEL) is proud to be a Platinum Sponsor of #SEMICONIndia 2024 will be held on September 11-13 in India. 

SEMICON India 2024 is co-located with electronica and productronica India, creating the largest single event for electronics manufacturing in South Asia.

On the first day of the event, at the Keynote Presentations, TEL President & CEO Toshiki Kawai will give a keynote speech. In addition, at our booth, we will have panel displays and an XR corner.
Why not experience the world of XR world by wearing HoloLens2 goggles?

Please visit our booth # H6D13, Hall 6😊 

https://lnkd.in/g34Fe3jT",101,1,4,0,0,0,0,True,1,False,https://www.linkedin.com/posts/tokyoelectron_tokyoelectron-tel-semiconindia-activity-7236590577146814464-qq5K,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,True,10 months ago,7237138342994132992,,
2025-04-09 13:47:07,"#TEL is proud to announce that it has earned the exclusive Intel EPIC Supplier Award for 2025! 

This award recognizes the top performers in the Intel supply chain for their world-class commitment to continuous improvement and performance excellence over the past year. We will continue to provide the best products and technical services. #IntelEPIC 

#TokyoElectron will continue to strive to contribute to the development of a dream-inspiring society through our leading-edge technologies and reliable service and support. #TechnologyEnablingLife  Intel Corporation
http://spklr.io/6048ArN0
http://spklr.io/6040ArN2",166,1,2,0,1,18,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_tel-intelepic-tokyoelectron-activity-7315731996423401473-b6bf,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7315731996423401473,,
2025-04-08 19:00:12,"It’s not just about materials. It’s about momentum.
At the sold-out 2025 TECHCET and the Critical Materials Council  (CMC) Conference in Austin, #TEL is honored to support the momentum as a Gold Sponsor surrounded by leaders, experts, and innovators tackling the world’s most complex semiconductor supply chain challenges.

From global materials issues to heterogenous integration, this isn’t your average conference. This is a masterclass in what’s next. And TEL is proud to be part of it, actively supporting smarter collaboration, smarter sourcing, and smarter strategies across the entire ecosystem.

In a room full of solutions, our presence was clear:
We don’t just adapt to change. We co-engineer it.
https://lnkd.in/gsBZgZMV

#TEL ##SemiconductorMaterials #CMCAustin2025",34,0,2,0,0,0,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_tel-tel-semiconductormaterials-activity-7315448397497282560-8qa5,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7315448397497282560,,
2025-01-14 19:01:36,"#TEL Receives SBT Validation for Net Zero Targets by 2040.

The future isn’t waiting, and neither are we. #TEL’s greenhouse gas reduction targets for FY2041 are officially validated by the Science Based Targets initiative (SBTi). 
Here’s what we’re achieving:

✅ 70% reduction in Scope 1 & 2 CO2 emissions by FY2031
✅ 100% renewable energy use by FY2031
✅ 55% reduction in Scope 3 emissions by FY2031

Our roadmap balances ambition with action, ensuring every step brings us closer to a sustainable tomorrow. Let’s push the boundaries of what’s possible—together.
https://ow.ly/pxtO50UGf3j

#NetZero #TELFORGOOD",39,0,0,0,2,4,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_tokyo-electron-receives-sbt-validation-for-activity-7285008169087442944-NHUu,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,5 months ago,7285008169087442944,,
2025-04-07 19:00:12,#WorldHealthDay reminds us that technology and healthcare go hand in hand. #TEL is proud to contribute to advancements in semiconductor-powered medical devices that save lives and enhance well-being.,34,0,1,0,0,1,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_worldhealthday-tel-activity-7315086009879130112-9tvQ,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7315086009879130112,,
2025-01-06 02:29:54,"A new year, a new chapter, and a new home!📍

We’re stepping into 2025 in our brand-new U.S. headquarters —TEL | RIVERSOUTH — right in the heart of Austin, TX! This state-of-the-art space symbolizes our unwavering commitment to fostering innovation, collaboration, and growth.

We look forward to partnering with our incredible team and customers to push boundaries and create a brighter future together! 

New beginnings. New opportunities. Same dedication to excellence.
#TEL #Innovation #Austin",1119,22,49,3,52,70,0,False,0,True,https://www.linkedin.com/posts/tokyo-electron_tel-innovation-austin-ugcPost-7280686800308727809-1TNV,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,True,5 months ago,7281859497948540930,25100,https://dms.licdn.com/playlist/vid/v2/D5610AQEXyhKhKWHKGw/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1735850761427?e=1750780800&v=beta&t=XisotWbgyy4haWTJDiDXk4C9Jb-P9-_5mzKGAuX3Tlc
2024-08-02 15:29:24,"#TokyoElectron (#TEL) is proud to be a Platinum Sponsor of ALD/ALE2024, which will be held from August 4-7 in Helsinki, Finland.

This conference will feature presentations on the latest research on the science and technology of atomic layer deposition (ALD) and atomic layer etching (ALE), which are key technologies for scaling of semiconductor devices.

On Sunday August 4th in Hall 3a at 3:30pm Robert Clark, TEL Technology Center, America, a member of the ALD technical committee, will give a tutorial on atomic-scale processing for semiconductor technology.

Then on Monday August 5th in Hall 5a at 11:15am Eric Liu, TEL Technology Center, America, will give the ALE Plenary Lecture covering atomic layer precision processes to enable advanced patterning.

For more details:
https://lnkd.in/gdswi2WJ",93,1,3,0,0,0,0,True,1,False,https://www.linkedin.com/posts/tokyoelectron_tokyoelectron-tel-activity-7224996823604551680-b7YD,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,True,11 months ago,7225160770181873665,,
2024-09-04 20:15:04,"#TEL is thrilled to partner with SEMI Energy Collaborative to push for greener energy solutions in the semiconductor industry! 🌿 Through this partnership, we aim to reduce carbon emissions and make meaningful strides toward a sustainable future. Let’s continue pushing boundaries for a low-carbon future, one innovation at a time! #EnergyCollaborative #ClimateAction",76,2,2,0,0,2,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_energycolllaborative-sustainableabrsemiconductors-activity-7237191461736173569-MROg,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,10 months ago,7237191461736173569,,
